时间,城市,音乐剧,角色,剧院
2022-08-10 19:30,北京,我在时间尽头等你,老板,天桥艺术中心大剧场
2022-08-11 19:30,北京,我在时间尽头等你,老板,天桥艺术中心大剧场
2022-08-14 14:30,北京,我在时间尽头等你,老板,天桥艺术中心大剧场
2022-08-14 19:30,北京,我在时间尽头等你,老板,天桥艺术中心大剧场
2022-08-19 20:00,深圳,我在时间尽头等你,老板,光明文化艺术中心 演艺中心大剧场
2022-08-20 20:00,深圳,我在时间尽头等你,老板,光明文化艺术中心 演艺中心大剧场
2022-09-11 19:30,杭州,我在时间尽头等你,老板,杭州大剧院(歌剧院)
2022-09-12 14:30,杭州,我在时间尽头等你,老板,杭州大剧院(歌剧院)
2022-09-12 19:30,杭州,我在时间尽头等你,老板,杭州大剧院(歌剧院)
2023-01-06 19:30,苏州,我，堂吉诃德,旅店老板/司令,苏州文化艺术中心大剧院
2023-01-07 19:30,苏州,我，堂吉诃德,旅店老板/司令,苏州文化艺术中心大剧院
2023-01-13 19:30,上海,我，堂吉诃德,旅店老板/司令,上海文化广场主剧场
2023-01-14 14:00,上海,我，堂吉诃德,旅店老板/司令,上海文化广场主剧场
2023-01-14 19:30,上海,我，堂吉诃德,旅店老板/司令,上海文化广场主剧场
2023-01-15 14:00,上海,我，堂吉诃德,旅店老板/司令,上海文化广场主剧场
2023-01-15 19:30,上海,我，堂吉诃德,旅店老板/司令,上海文化广场主剧场
2023-01-17 19:30,上海,我，堂吉诃德,旅店老板/司令,上海文化广场主剧场
2023-01-18 19:30,上海,我，堂吉诃德,旅店老板/司令,上海文化广场主剧场
2023-03-11 20:00,广州,我，堂吉诃德,旅店老板/司令,广东艺术剧院
2023-03-12 15:00,广州,我，堂吉诃德,旅店老板/司令,广东艺术剧院
2023-03-17 20:00,深圳,我，堂吉诃德,旅店老板/司令,深圳保利剧院
2023-03-18 15:00,深圳,我，堂吉诃德,旅店老板/司令,深圳保利剧院
2023-03-18 20:00,深圳,我，堂吉诃德,旅店老板/司令,深圳保利剧院
2023-06-03 19:30,武汉,我，堂吉诃德,旅店老板/司令,琴台大剧院
2023-06-04 14:30,武汉,我，堂吉诃德,旅店老板/司令,琴台大剧院
2023-06-04 19:30,武汉,我，堂吉诃德,旅店老板/司令,琴台大剧院
2023-06-16 19:30,上海,我，堂吉诃德,旅店老板/司令,上音歌剧院歌剧厅
