时间,城市,音乐剧,角色,剧院
2023-01-08 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-01-08 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-01-13 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-01-14 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-01-27 15:00,武汉,灯塔,霍普,武汉剧院武演新空间
2023-02-03 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-02-04 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-02-10 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-02-11 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-02-17 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-02-18 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-02-19 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-03-11 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-03-11 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-03-18 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-03-18 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-03-19 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-03-25 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-04-01 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-04-02 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-04-08 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-04-09 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-04-29 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-04-30 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-05-01 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-05-02 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-05-14 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-05-20 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-05-21 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-05-27 15:00,武汉,灯塔,霍普,武汉剧院武演新空间
2023-05-27 19:30,武汉,灯塔,霍普,武汉剧院武演新空间
2023-05-28 15:00,武汉,灯塔,霍普,武汉剧院武演新空间
2023-06-03 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-06-04 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-06-10 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-07-02 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-07-08 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-07-09 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-07-15 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-07-30 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-08-06 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-08-13 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-08-27 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-09-24 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-09-28 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-09-29 14:30,上海,亲爱的,Cee少年,云峰剧院
2023-09-30 14:30,上海,亲爱的,Cee少年,云峰剧院
2023-09-30 19:30,上海,亲爱的,Cee少年,云峰剧院
2023-10-01 14:30,上海,亲爱的,Cee少年,云峰剧院
2023-10-02 14:30,上海,亲爱的,Cee少年,云峰剧院
2023-10-02 19:30,上海,亲爱的,Cee少年,云峰剧院
2023-10-03 19:30,上海,亲爱的,Cee少年,云峰剧院
2023-10-04 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-10-05 14:30,上海,亲爱的,Cee少年,云峰剧院
2023-10-07 19:30,上海,亲爱的,Cee少年,云峰剧院
2023-10-21 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-10-28 14:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-11-04 19:30,上海,灯塔,霍普,星空间9号·鲸剧场
2023-11-05 14:00,上海,唐人街探案1,小九,云峰剧院
2023-11-10 19:30,上海,唐人街探案1,小九,云峰剧院
2023-11-12 14:00,上海,唐人街探案1,小九,云峰剧院
