时间,城市,音乐剧,角色,剧院
2024-10-12 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-10-13 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-10-15 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-10-16 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-10-18 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-10-19 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-10-20 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-10-29 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-10-30 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-11-01 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-11-02 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-11-03 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-11-05 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-11-07 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-11-08 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-11-10 14:00,上海,太阳黑子,赵警官,人民大舞台
2024-11-13 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-11-15 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-11-16 14:00,上海,太阳黑子,赵警官,人民大舞台
2024-11-17 14:00,上海,太阳黑子,赵警官,人民大舞台
2024-11-17 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-11-19 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-11-21 19:30,上海,太阳黑子,赵警官,人民大舞台
2024-11-23 14:00,上海,太阳黑子,赵警官,人民大舞台
2024-11-24 19:30,上海,太阳黑子,赵警官,人民大舞台
