时间,城市,音乐剧,角色,剧院
2025-10-01 14:30,北京,战争与和平,库图佐夫,北京艺术中心歌剧院
2025-10-02 14:30,北京,战争与和平,库图佐夫,北京艺术中心歌剧院
2025-10-03 14:30,北京,战争与和平,库图佐夫,北京艺术中心歌剧院
2025-10-04 14:30,北京,战争与和平,库图佐夫,北京艺术中心歌剧院
2025-10-05 14:30,北京,战争与和平,库图佐夫,北京艺术中心歌剧院
2025-10-06 14:30,北京,战争与和平,库图佐夫,北京艺术中心歌剧院
2025-10-07 14:30,北京,结婚狂想曲：KPI恋人,王启欧,天桥艺术中心中剧场
2025-10-08 19:30,北京,结婚狂想曲：KPI恋人,王启欧,天桥艺术中心中剧场
2025-10-18 14:30,廊坊,结婚狂想曲：KPI恋人,王启欧,丝绸之路国际艺术交流中心戏剧厅
2025-10-18 19:30,廊坊,结婚狂想曲：KPI恋人,王启欧,丝绸之路国际艺术交流中心戏剧厅
2025-10-19 14:30,廊坊,结婚狂想曲：KPI恋人,王启欧,丝绸之路国际艺术交流中心戏剧厅
