时间,城市,音乐剧,角色,剧院
2023-04-15 19:30,上海,传说,妹妹,上海文化广场主剧场
2023-04-16 14:00,上海,传说,妹妹,上海文化广场主剧场
2023-04-16 19:30,上海,传说,妹妹,上海文化广场主剧场
2023-04-22 19:30,北京,传说,妹妹,二七剧场
2023-09-02 19:30,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2023-09-03 14:30,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2023-09-15 20:00,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2023-09-16 14:30,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2023-09-16 19:30,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2023-09-17 14:30,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2023-09-23 14:30,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2023-09-23 19:30,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2023-10-01 19:30,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2023-10-02 19:30,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2023-10-03 19:30,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2023-10-13 20:00,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2023-11-18 14:30,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2023-12-08 20:00,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2023-12-22 20:00,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2024-01-06 19:30,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2024-01-12 20:00,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2024-01-19 20:00,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2024-01-26 20:00,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2024-02-14 19:30,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2024-03-16 19:30,北京,我的魔法药水,小曼,时间剧场TIME THEATRE
2024-04-04 19:30,北京,孤独城堡,娜拉,三里屯·爱乐汇艺术空间-时空剧场
2024-04-05 19:30,北京,孤独城堡,娜拉,三里屯·爱乐汇艺术空间-时空剧场
2024-04-13 19:30,北京,孤独城堡,娜拉,三里屯·爱乐汇艺术空间-时空剧场
2024-04-19 19:30,北京,孤独城堡,娜拉,三里屯·爱乐汇艺术空间-时空剧场
2024-04-20 19:30,北京,孤独城堡,娜拉,三里屯·爱乐汇艺术空间-时空剧场
2024-04-27 19:30,北京,孤独城堡,娜拉,三里屯·爱乐汇艺术空间-时空剧场
2024-05-04 19:30,北京,孤独城堡,娜拉,三里屯·爱乐汇艺术空间-时空剧场
2024-05-26 14:00,北京,秋裤和擀面杖,晓霞,三里屯·爱乐汇艺术空间-时空剧场
2024-06-01 19:30,北京,孤独城堡,娜拉,三里屯·爱乐汇艺术空间-时空剧场
2024-06-02 14:00,北京,秋裤和擀面杖,晓霞,三里屯·爱乐汇艺术空间-时空剧场
2024-06-08 19:30,北京,孤独城堡,娜拉,三里屯·爱乐汇艺术空间-时空剧场
2024-06-09 14:00,北京,秋裤和擀面杖,晓霞,三里屯·爱乐汇艺术空间-时空剧场
2024-06-23 14:00,北京,秋裤和擀面杖,晓霞,三里屯·爱乐汇艺术空间-时空剧场
2024-10-06 19:30,北京,孤独城堡,娜拉,三里屯·爱乐汇艺术空间-时空剧场
2024-10-19 19:30,北京,孤独城堡,娜拉,三里屯·爱乐汇艺术空间-时空剧场
2024-11-29 20:00,佛山,咏春,陈传武,佛山南海影剧院
2024-12-06 19:30,广州,咏春,陈传武,广东艺术剧院
2024-12-07 19:30,广州,咏春,陈传武,广东艺术剧院
2024-12-20 19:30,北京,咏春,陈传武,世纪剧院
2024-12-21 14:30,北京,咏春,陈传武,世纪剧院
2024-12-24 19:30,北京,咏春,陈传武,世纪剧院
2024-12-25 19:30,北京,咏春,陈传武,世纪剧院
2024-12-28 19:30,北京,咏春,陈传武,世纪剧院
2024-12-31 19:30,北京,咏春,陈传武,世纪剧院
2025-01-01 14:30,北京,咏春,陈传武,世纪剧院
2025-01-03 19:30,北京,咏春,陈传武,世纪剧院
2025-01-04 19:30,北京,咏春,陈传武,世纪剧院
2025-04-19 19:30,北京,咏春,陈传武,海淀剧院
2025-04-20 19:30,北京,咏春,陈传武,海淀剧院
2025-07-31 20:00,佛山,咏春,陈传武,佛山南海影剧院
2025-08-01 20:00,佛山,咏春,陈传武,佛山南海影剧院
2025-08-02 15:00,佛山,咏春,陈传武,佛山南海影剧院
2025-08-02 20:00,佛山,咏春,陈传武,佛山南海影剧院
2025-08-03 20:00,佛山,咏春,陈传武,佛山南海影剧院
2025-08-08 20:00,南宁,咏春,陈传武,南宁剧场
2025-08-09 20:00,南宁,咏春,陈传武,南宁剧场
2026-06-06 14:30,北京,狐说臣与仙,青霞,北京保利剧院
2026-06-07 19:30,北京,狐说臣与仙,青霞,北京保利剧院
