时间,城市,音乐剧,角色,剧院
2023-01-13 19:30,上海,致命旋律,艾芙琳,长江剧场黑匣子
2023-01-14 19:30,上海,蝶变,沈文君,上海大剧院New Box 小剧场
2023-01-15 14:00,上海,蝶变,沈文君,上海大剧院New Box 小剧场
2023-01-15 19:30,上海,致命旋律,艾芙琳,长江剧场黑匣子
2023-02-10 19:30,上海,致命旋律,艾芙琳,长江剧场黑匣子
2023-02-12 14:30,上海,致命旋律,艾芙琳,长江剧场黑匣子
2023-02-12 19:30,上海,致命旋律,艾芙琳,长江剧场黑匣子
2023-02-15 19:30,上海,蝶变,沈文君,上海大剧院New Box 小剧场
2023-02-17 19:30,上海,蝶变,沈文君,上海大剧院New Box 小剧场
2023-02-18 14:00,上海,蝶变,沈文君,上海大剧院New Box 小剧场
2023-02-18 19:30,上海,致命旋律,艾芙琳,长江剧场黑匣子
2023-02-25 14:00,上海,蝶变,沈文君,上海大剧院New Box 小剧场
2023-02-26 19:30,上海,致命旋律,艾芙琳,长江剧场黑匣子
2023-03-03 19:30,上海,致命旋律,艾芙琳,长江剧场黑匣子
2023-03-04 14:30,上海,致命旋律,艾芙琳,长江剧场黑匣子
2023-03-04 19:30,上海,致命旋律,艾芙琳,长江剧场黑匣子
2023-03-12 14:30,无锡,青春禁忌游戏,叶莲娜,宜兴保利大剧院
2023-03-12 19:30,无锡,青春禁忌游戏,叶莲娜,宜兴保利大剧院
2023-03-22 19:30,珠海,青春禁忌游戏,叶莲娜,珠海大剧院歌剧厅
2023-03-23 19:30,珠海,青春禁忌游戏,叶莲娜,珠海大剧院歌剧厅
2023-04-01 19:30,福州,青春禁忌游戏,叶莲娜,福州大学城文化艺术中心
2023-04-02 19:30,福州,青春禁忌游戏,叶莲娜,福州大学城文化艺术中心
2023-04-20 19:30,宁波,青春禁忌游戏,叶莲娜,宁波文化广场大剧院
2023-04-21 19:30,宁波,青春禁忌游戏,叶莲娜,宁波文化广场大剧院
2023-04-22 14:30,上海,致命旋律,艾芙琳,长江剧场黑匣子
2023-04-22 19:30,上海,致命旋律,艾芙琳,长江剧场黑匣子
2023-04-26 19:30,武汉,青春禁忌游戏,叶莲娜,琴台大剧院
2023-04-27 19:30,武汉,青春禁忌游戏,叶莲娜,琴台大剧院
2023-05-02 14:30,上海,致命旋律,艾芙琳,长江剧场黑匣子
