时间,城市,音乐剧,角色,剧院
2024-04-12 19:30,成都,灯塔,守塔人,西部文化产业中心·鲸剧场
2024-05-01 14:30,成都,灯塔,守塔人,西部文化产业中心·鲸剧场
2024-05-24 19:30,成都,灯塔,守塔人,西部文化产业中心·鲸剧场
2024-05-31 19:30,成都,灯塔,守塔人,西部文化产业中心·鲸剧场
2024-06-08 14:30,成都,灯塔,守塔人,西部文化产业中心·鲸剧场
2024-06-16 14:30,成都,灯塔,守塔人,西部文化产业中心·鲸剧场
2024-06-28 19:30,成都,灯塔,守塔人,西部文化产业中心·鲸剧场
2024-07-12 19:30,成都,灯塔,守塔人,西部文化产业中心·鲸剧场
2024-07-21 16:30,成都,灯塔,守塔人,西部文化产业中心·鲸剧场
2024-07-27 19:30,成都,灯塔,守塔人,西部文化产业中心·鲸剧场
2025-07-20 14:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-07-24 19:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-07-26 14:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-07-31 19:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-08-23 15:00,成都,辛吉路的画材店,辛吉,兜兜米新空间
2025-08-24 14:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-08-30 14:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-08-31 14:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-09-05 19:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-09-06 19:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-09-20 14:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-09-21 15:00,成都,辛吉路的画材店,辛吉,兜兜米新空间
2025-09-27 15:00,成都,辛吉路的画材店,辛吉,兜兜米新空间
2025-10-03 15:00,成都,辛吉路的画材店,辛吉,兜兜米新空间
2025-10-04 19:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-10-05 15:00,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-10-07 19:30,成都,辛吉路的画材店,辛吉,兜兜米新空间
2025-10-18 14:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-10-19 15:00,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-10-25 14:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-11-01 19:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-11-02 15:00,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-11-08 19:30,成都,辛吉路的画材店,辛吉,兜兜米新空间
2025-11-15 14:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-11-16 15:00,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2025-11-29 19:30,成都,辛吉路的画材店,辛吉,兜兜米新空间
