时间,城市,音乐剧,角色,剧院
2023-08-11 19:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-08-12 19:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-08-16 19:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-08-18 19:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-08-19 19:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-08-20 14:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-08-23 19:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-08-25 19:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-08-26 19:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-08-27 14:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-08-30 19:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-09-01 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-09-02 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-09-03 14:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-09-07 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-09-08 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-09-14 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-09-15 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-09-16 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-09-17 14:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-09-20 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-09-21 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-09-22 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-09-23 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-09-24 14:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-09-28 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-09-29 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-10-03 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-10-04 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-10-05 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-10-06 14:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-10-07 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-10-08 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-10-21 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-10-22 14:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-10-28 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
2023-10-29 14:30,广州,金鸣歌厅,多功能,金鸣歌厅
2023-10-29 20:00,广州,金鸣歌厅,多功能,金鸣歌厅
