时间,城市,音乐剧,角色,剧院
2023-01-04 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-01-19 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-01-31 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-02-04 14:00,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-02-10 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-02-11 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-02-15 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-02-19 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-02-24 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-03-01 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-03-04 14:00,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-03-05 14:00,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-03-11 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-03-18 14:00,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-03-19 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-04-02 19:30,上海,白夜追凶,多功能人男,云峰剧院
2023-04-05 14:30,上海,白夜追凶,多功能人男,云峰剧院
2023-04-06 19:30,上海,白夜追凶,多功能人男,云峰剧院
2023-04-07 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-04-08 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-04-09 14:30,上海,白夜追凶,多功能人男,云峰剧院
2023-04-09 19:30,上海,白夜追凶,多功能人男,云峰剧院
2023-04-11 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-04-13 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-05-10 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-05-12 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-05-15 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-05-17 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-05-18 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-05-23 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-05-27 20:00,深圳,白夜追凶,多功能人男,坪山大剧院大剧场
2023-05-28 15:00,深圳,白夜追凶,多功能人男,坪山大剧院大剧场
2023-05-31 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-06-02 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-06-03 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-06-04 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-06-09 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-06-10 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-06-16 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-06-17 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-06-18 14:30,上海,白夜追凶,多功能人男,云峰剧院
2023-06-18 19:30,上海,白夜追凶,多功能人男,云峰剧院
2023-06-22 14:30,上海,白夜追凶,多功能人男,云峰剧院
2023-06-22 19:30,上海,白夜追凶,多功能人男,云峰剧院
2023-06-24 14:30,上海,白夜追凶,多功能人男,云峰剧院
2023-06-24 19:30,上海,白夜追凶,多功能人男,云峰剧院
2023-06-27 19:30,上海,阿尔托，梵高,梵高,星空间17号·NFP小剧场
2023-07-02 14:30,上海,阿尔托，梵高,梵高,星空间17号·NFP小剧场
2023-07-08 19:30,上海,阿尔托，梵高,梵高,星空间17号·NFP小剧场
2023-07-14 19:30,南京,白夜追凶,多功能人男,南京保利大剧院大剧场
2023-07-15 19:30,南京,白夜追凶,多功能人男,南京保利大剧院大剧场
2023-07-16 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-07-19 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-07-21 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-07-23 14:00,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-07-26 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-07-27 19:30,上海,阿尔托，梵高,梵高,星空间17号·NFP小剧场
2023-07-28 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-07-29 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-08-04 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-08-05 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-08-08 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-08-12 14:00,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-08-12 19:30,上海,阿尔托，梵高,梵高,星空间17号·NFP小剧场
2023-08-13 14:00,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-08-14 19:30,上海,阿尔托，梵高,梵高,星空间17号·NFP小剧场
2023-08-17 19:30,上海,阿尔托，梵高,梵高,星空间17号·NFP小剧场
2023-08-19 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-08-20 19:30,上海,阿尔托，梵高,梵高,星空间17号·NFP小剧场
2023-08-23 19:30,上海,阿尔托，梵高,梵高,星空间17号·NFP小剧场
2023-08-27 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-09-02 19:30,上海,阿尔托，梵高,梵高,星空间17号·NFP小剧场
2023-09-10 19:30,上海,阿尔托，梵高,梵高,星空间17号·NFP小剧场
2023-09-15 19:30,上海,阿尔托，梵高,梵高,星空间17号·NFP小剧场
2023-09-17 14:00,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-09-19 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-09-21 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-09-26 19:30,上海,阿尔托，梵高,梵高,星空间17号·NFP小剧场
2023-09-27 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-09-29 14:00,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-09-30 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-10-03 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-10-04 14:30,上海,阿尔托，梵高,梵高,星空间17号·NFP小剧场
2023-10-05 13:30,上海,阿尔托，梵高,梵高,星空间17号·NFP小剧场
2023-10-07 19:30,上海,翻国王棋,玛尼,星空间77号·鲸剧场
2023-10-16 19:30,上海,阿尔托，梵高,梵高,星空间17号·NFP小剧场
