时间,城市,音乐剧,角色,剧院
2023-04-20 19:30,上海,无法访问,林嘉怡,上海文化广场户外舞台
2023-04-23 19:30,上海,无法访问,林嘉怡,上海文化广场户外舞台
2023-04-27 19:30,上海,无法访问,林嘉怡,上海文化广场户外舞台
2023-04-29 19:30,上海,无法访问,林嘉怡,上海文化广场户外舞台
2023-04-30 14:30,上海,无法访问,林嘉怡,上海文化广场户外舞台
2023-05-12 19:30,上海,无法访问,林嘉怡,上海文化广场户外舞台
2023-05-13 14:30,上海,无法访问,林嘉怡,上海文化广场户外舞台
2023-05-13 19:30,上海,无法访问,林嘉怡,上海文化广场户外舞台
2023-05-14 14:30,上海,无法访问,林嘉怡,上海文化广场户外舞台
2023-05-20 14:30,上海,无法访问,林嘉怡,上海文化广场户外舞台
2023-05-20 19:30,上海,无法访问,林嘉怡,上海文化广场户外舞台
2023-05-21 19:30,上海,无法访问,林嘉怡,上海文化广场户外舞台
2023-08-10 19:30,杭州,无法访问,林嘉怡,杭州西戏·XIXI LIVE
2023-08-17 19:30,杭州,无法访问,林嘉怡,杭州西戏·XIXI LIVE
2023-08-18 19:30,杭州,无法访问,林嘉怡,杭州西戏·XIXI LIVE
2023-08-19 14:30,杭州,无法访问,林嘉怡,杭州西戏·XIXI LIVE
2023-08-19 19:30,杭州,无法访问,林嘉怡,杭州西戏·XIXI LIVE
2023-08-20 14:30,杭州,无法访问,林嘉怡,杭州西戏·XIXI LIVE
2023-09-14 19:30,北京,无法访问,林嘉怡,77文创园剧场-77剧场
2023-09-20 19:30,北京,无法访问,林嘉怡,77文创园剧场-77剧场
2023-09-21 19:30,北京,无法访问,林嘉怡,77文创园剧场-77剧场
2023-09-22 19:30,北京,无法访问,林嘉怡,77文创园剧场-77剧场
2023-09-23 14:30,北京,无法访问,林嘉怡,77文创园剧场-77剧场
2023-09-24 14:30,北京,无法访问,林嘉怡,77文创园剧场-77剧场
2023-09-24 19:30,北京,无法访问,林嘉怡,77文创园剧场-77剧场
2023-11-10 19:30,上海,刺秦,曹平,上海话剧艺术中心D6空间
2023-11-11 14:00,上海,刺秦,曹平,上海话剧艺术中心D6空间
2023-11-11 19:30,上海,刺秦,曹平,上海话剧艺术中心D6空间
2023-11-12 14:00,上海,刺秦,曹平,上海话剧艺术中心D6空间
2023-11-12 19:30,上海,刺秦,曹平,上海话剧艺术中心D6空间
2023-11-14 19:30,上海,刺秦,曹平,上海话剧艺术中心D6空间
2023-11-16 19:30,上海,刺秦,曹平,上海话剧艺术中心D6空间
2023-11-17 19:30,上海,刺秦,曹平,上海话剧艺术中心D6空间
2023-11-18 14:00,上海,刺秦,曹平,上海话剧艺术中心D6空间
2023-12-16 19:30,杭州,无法访问,林嘉怡,杭州西戏·XIXI LIVE
2023-12-17 14:30,杭州,无法访问,林嘉怡,杭州西戏·XIXI LIVE
2024-07-26 19:30,上海,无法访问,林嘉怡,茉莉花剧场
2024-08-09 19:30,合肥,无法访问,林嘉怡,包河凤凰剧院
2024-08-10 19:30,合肥,无法访问,林嘉怡,包河凤凰剧院
2024-09-08 14:30,杭州,无法访问,林嘉怡,杭州西戏·XIXI LIVE
2024-09-08 19:30,杭州,无法访问,林嘉怡,杭州西戏·XIXI LIVE
2025-06-21 14:30,北京,无法访问,林嘉怡,天桥艺术中心中剧场
2025-07-18 19:30,上海,无法访问,林嘉怡,茉莉花剧场
2026-06-05 19:30,杭州,无法访问,林嘉怡,杭州西戏·XIXI LIVE
2026-06-06 19:30,杭州,无法访问,林嘉怡,杭州西戏·XIXI LIVE
