时间,城市,音乐剧,角色,剧院
2023-01-02 16:00,上海,危险游戏,内森,星空间66号·Salute小剧场
2023-01-03 19:30,上海,阿波罗尼亚,Richard,星空间1号·一台好戏小剧场
2023-01-04 19:30,上海,危险游戏,内森,星空间66号·Salute小剧场
2023-01-05 19:30,上海,桑塔露琪亚,Sonny Boy,星空间6号·一台好戏小剧场
2023-01-06 19:30,上海,桑塔露琪亚,Sonny Boy,星空间6号·一台好戏小剧场
2023-01-07 19:30,上海,危险游戏,内森,星空间66号·Salute小剧场
2023-01-08 19:30,上海,阿波罗尼亚,Richard,星空间1号·一台好戏小剧场
2023-01-10 19:30,上海,阿波罗尼亚,Richard,星空间1号·一台好戏小剧场
2023-01-12 19:30,上海,桑塔露琪亚,Sonny Boy,星空间6号·一台好戏小剧场
2023-01-15 19:30,上海,危险游戏,内森,星空间66号·Salute小剧场
2023-01-17 19:30,上海,危险游戏,内森,星空间66号·Salute小剧场
2023-01-24 14:30,上海,危险游戏,内森,星空间66号·Salute小剧场
2023-01-25 14:30,上海,危险游戏,内森,星空间66号·Salute小剧场
2023-01-26 19:30,上海,危险游戏,内森,星空间66号·Salute小剧场
2023-01-27 19:30,上海,危险游戏,内森,星空间66号·Salute小剧场
2023-02-05 19:30,上海,危险游戏,内森,星空间66号·Salute小剧场
2023-02-07 19:30,上海,桑塔露琪亚,Sonny Boy,星空间6号·一台好戏小剧场
2023-02-08 19:30,上海,危险游戏,内森,星空间66号·Salute小剧场
2023-02-09 19:30,上海,阿波罗尼亚,Richard,星空间1号·一台好戏小剧场
2023-02-11 19:30,上海,危险游戏,内森,上海共舞台
2023-02-12 19:30,上海,阿波罗尼亚,Richard,星空间1号·一台好戏小剧场
2023-02-14 19:30,上海,阿波罗尼亚,Richard,星空间1号·一台好戏小剧场
2023-02-15 19:30,上海,桑塔露琪亚,Sonny Boy,星空间6号·一台好戏小剧场
2023-02-17 19:30,上海,阿波罗尼亚,Richard,星空间1号·一台好戏小剧场
2023-02-18 19:30,上海,阿波罗尼亚,Richard,星空间1号·一台好戏小剧场
2023-02-19 13:00,上海,危险游戏,内森,星空间66号·Salute小剧场
2023-02-21 19:30,上海,桑塔露琪亚,Sonny Boy,星空间6号·一台好戏小剧场
2023-02-22 19:30,上海,阿波罗尼亚,Richard,星空间1号·一台好戏小剧场
2023-02-23 19:30,上海,危险游戏,内森,上海共舞台
