时间,城市,音乐剧,角色,剧院
2022-12-02 19:30,上海,基督山伯爵,波尚,上海文化广场主剧场
2022-12-04 19:30,上海,基督山伯爵,波尚,上海文化广场主剧场
2022-12-07 19:30,上海,基督山伯爵,波尚,上海文化广场主剧场
2022-12-22 19:30,北京,基督山伯爵,波尚,天桥艺术中心大剧场
2022-12-23 19:30,北京,基督山伯爵,波尚,天桥艺术中心大剧场
2022-12-25 14:30,北京,基督山伯爵,波尚,天桥艺术中心大剧场
2023-01-01 14:00,上海,翻国王棋,奥尔森,星空间77号·鲸剧场
2023-01-01 19:30,上海,致命旋律,尼古拉斯,长江剧场黑匣子
2023-01-02 14:30,上海,致命旋律,尼古拉斯,长江剧场黑匣子
2023-01-02 19:30,上海,致命旋律,尼古拉斯,长江剧场黑匣子
2023-01-06 19:30,广州,基督山伯爵,波尚,广州大剧院歌剧厅
2023-01-07 14:30,广州,基督山伯爵,波尚,广州大剧院歌剧厅
2023-01-07 19:30,广州,基督山伯爵,波尚,广州大剧院歌剧厅
2023-01-08 14:30,广州,基督山伯爵,波尚,广州大剧院歌剧厅
2023-01-08 19:30,广州,基督山伯爵,波尚,广州大剧院歌剧厅
2023-01-16 19:30,上海,翻国王棋,奥尔森,星空间77号·鲸剧场
2023-02-04 14:00,上海,翻国王棋,奥尔森,星空间77号·鲸剧场
2023-02-08 19:30,上海,嘿！亚利桑那,比利,嘿！亚利桑那
2023-02-10 19:30,上海,翻国王棋,奥尔森,星空间77号·鲸剧场
2023-02-11 14:30,上海,嘿！亚利桑那,比利,嘿！亚利桑那
2023-02-12 14:00,上海,翻国王棋,奥尔森,星空间77号·鲸剧场
2023-02-12 19:30,上海,致命旋律,尼古拉斯,长江剧场黑匣子
2023-02-15 19:30,上海,嘿！亚利桑那,比利,嘿！亚利桑那
2023-02-17 19:30,上海,嘿！亚利桑那,比利,嘿！亚利桑那
2023-02-18 14:00,上海,翻国王棋,奥尔森,星空间77号·鲸剧场
2023-02-19 19:30,上海,翻国王棋,奥尔森,星空间77号·鲸剧场
2023-02-24 19:30,上海,嘿！亚利桑那,比利,嘿！亚利桑那
2023-02-25 14:30,上海,嘿！亚利桑那,比利,嘿！亚利桑那
2023-02-26 19:30,上海,致命旋律,尼古拉斯,长江剧场黑匣子
