时间,城市,音乐剧,角色,剧院
2022-12-10 14:30,上海,沉默的真相,赵铁民,人民大舞台
2022-12-11 14:30,上海,沉默的真相,赵铁民,人民大舞台
2022-12-14 19:30,上海,沉默的真相,赵铁民,人民大舞台
2022-12-17 14:30,上海,沉默的真相,赵铁民,人民大舞台
2023-01-24 14:30,上海,月亮与六便士,威廉&斯特里夫,星空间815号·缪时客小剧场
2023-01-25 14:30,上海,月亮与六便士,威廉&斯特里夫,星空间815号·缪时客小剧场
2023-01-26 14:30,上海,月亮与六便士,威廉&斯特里夫,星空间815号·缪时客小剧场
2023-01-26 19:30,上海,月亮与六便士,威廉&斯特里夫,星空间815号·缪时客小剧场
2023-02-03 19:30,成都,阿波罗尼亚,Stevie,西部文化产业中心·一台好戏小剧场
2023-02-04 19:30,成都,阿波罗尼亚,Stevie,西部文化产业中心·一台好戏小剧场
2023-02-05 19:30,成都,阿波罗尼亚,Stevie,西部文化产业中心·一台好戏小剧场
2023-02-08 19:30,成都,阿波罗尼亚,Stevie,西部文化产业中心·一台好戏小剧场
2023-02-09 19:30,成都,阿波罗尼亚,Stevie,西部文化产业中心·一台好戏小剧场
2023-02-10 19:30,成都,阿波罗尼亚,Stevie,西部文化产业中心·一台好戏小剧场
2023-02-12 19:30,上海,小说,怀特·希斯曼,人民大舞台
2023-02-14 19:30,上海,小说,怀特·希斯曼,星空间115号·缪时客小剧场
2023-02-19 14:30,上海,小说,怀特·希斯曼,星空间115号·缪时客小剧场
2023-02-19 19:30,上海,月亮与六便士,威廉&斯特里夫,星空间815号·缪时客小剧场
2023-02-23 19:30,成都,阿波罗尼亚,Stevie,西部文化产业中心·一台好戏小剧场
2023-02-24 19:30,成都,阿波罗尼亚,Stevie,西部文化产业中心·一台好戏小剧场
2023-02-26 14:30,上海,月亮与六便士,威廉&斯特里夫,星空间815号·缪时客小剧场
2023-02-26 19:30,上海,月亮与六便士,威廉&斯特里夫,星空间815号·缪时客小剧场
2023-03-02 19:30,上海,小说,怀特·希斯曼,人民大舞台
2023-03-03 19:30,上海,月亮与六便士,威廉&斯特里夫,星空间815号·缪时客小剧场
2023-03-04 14:30,上海,月亮与六便士,威廉&斯特里夫,星空间815号·缪时客小剧场
2023-03-04 19:30,上海,小说,怀特·希斯曼,星空间115号·缪时客小剧场
2023-03-05 14:30,上海,小说,怀特·希斯曼,人民大舞台
2023-03-07 19:30,广州,阿波罗尼亚,Stevie,阿波罗尼亚·广州馆
2023-03-08 19:30,广州,阿波罗尼亚,Stevie,阿波罗尼亚·广州馆
2023-03-10 19:30,长沙,阿波罗尼亚,Stevie,阿波罗尼亚·长沙馆
2023-03-11 19:30,长沙,阿波罗尼亚,Stevie,阿波罗尼亚·长沙馆
2023-03-12 14:30,长沙,阿波罗尼亚,Stevie,阿波罗尼亚·长沙馆
2023-03-17 19:30,上海,小说,怀特·希斯曼,星空间115号·缪时客小剧场
2023-03-18 19:30,上海,月亮与六便士,威廉&斯特里夫,星空间815号·缪时客小剧场
2023-03-21 19:30,上海,阿波罗尼亚,Stevie,星空间1号·一台好戏小剧场
